stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
de:09362:14105:0:1,,Großprüfening,,49.0108316898544,12.03902249,,,0,,,0
de:09362:14036:0:1,,Graß Brunnstraße,,48.98817951776019,12.07807524866242,,,0,,,0
de:09362:14036:0:2,,Graß Brunnstraße,,48.9881236,12.0778258,,,0,,,0
de:09362:14061:0:1,,Graß Nord,,48.9907041,12.0782397,,,0,,,0
de:09362:14061:02,,Graß Nord,,48.9907319,12.0769144,,,0,,,0
de:09362:14047:0:0,,Graß,,48.9865755,12.0798044,,,0,,,0
de:09362:14047:0:1,,Graß,,48.9863508,12.0799408,,,0,,,0
de:09362:14047:0:2,,Graß,,48.9863371406606,12.08004608202995,,,0,,,0
de:09362:14037:0:1,,Graßer Weg,,48.9956127,12.0796141,,,0,,,0
de:09362:14037:0:0,,Graßer Weg,,48.9964038,12.0797383,,,0,,,0
de:09362:593:0:1,,Auf der Grede,,49.0263105,12.0925713,,,0,,,0
de:09362:169:0:1,,Greflingerstraße,,49.0137713,12.1170861,,,0,,,0
de:09362:169:0:2,,Greflingerstraße,,49.013808,12.1163205,,,0,,,0
de:09375:17001:0:1,,Grünthal Feuerwehr,,49.0533352,12.1620669,,,0,,,0
de:09375:17001:0:2,,Grünthal Feuerwehr,,49.0533172,12.1621491,,,0,,,0
de:09375:177:0:1,,Grünthal Irlbacher Str.,,49.0554936,12.1619508,,,0,,,0
de:09375:177:0:2,,Grünthal Irlbacher Str.,,49.0559697,12.1621988,,,0,,,0
de:09362:12017:0:1,,Grünthaler Straße,,49.0400694,12.14386,,,0,,,0
de:09362:12017:0:2,,Grünthaler Straße,,49.0398897,12.1437638,,,0,,,0
de:09362:15008:0:1,,Gumpelzhaimerstraße,,49.0228233,12.0784,,,0,,,0
de:09362:15008:0:2,,Gumpelzhaimerstraße,,49.0224991,12.079083,,,0,,,0
de:09362:14097:0:1,,Burgunderstraße,,49.00218384116739,12.11478345523048,,,0,,,0
de:09362:14097:0:2,,Burgunderstraße,,49.0020098214133,12.11552894111027,,,0,,,0
de:09362:14038:0:1,,Gutenbergstraße,,49.0103722,12.0869919,,,0,,,0
de:09362:14038:0:2,,Gutenbergstraße,,49.0097972,12.0865261,,,0,,,0
de:09362:14038:0:3,,Gutenbergstraße,,49.0100675,12.0855425,,,0,,,0
de:09362:14068:0:1,,Otto-Hahn-Straße,,48.9978719,12.0997475,,,0,,,0
de:09362:14068:0:3,,Otto-Hahn-Straße,,48.9984841,12.0989697,,,0,,,0
de:09362:14068:0:4,,Otto-Hahn-Straße,,48.9988791,12.0995855,,,0,,,0
de:09362:12020:0:2,,Harthof,,49.0376822,12.1325836,,,0,,,0
de:09362:12020:0:1,,Harthof,,49.0371883,12.1319258,,,0,,,0
de:09362:12021:0:1,,Harzstraße,,49.0410647,12.1049772,,,0,,,0
de:09362:12021:0:2,,Harzstraße,,49.0410647,12.1050319,,,0,,,0
de:09362:12022:0:0,,Haslbach,,49.0626672,12.1194319,,,0,,,0
de:09362:598:0:2,,Haslbachweg,,49.050748,12.1241502,,,0,,,0
de:09362:14039:0:1,,Franz-Hartl-Straße,,48.9940422,12.1088133,,,0,,,0
de:09362:14039:0:2,,Franz-Hartl-Straße,,48.9943113,12.1093058,,,0,,,0
de:09362:14041:0:1,,Haydnstraße,,49.00678841220869,12.10009595757355,,,0,,,0
de:09362:14041:0:2,,Haydnstraße,,49.0069988,12.0996702,,,0,,,0
de:09362:14041:0:3,,Haydnstraße,,49.0070702,12.1002172,,,0,,,0
de:09362:11090:50:1,,Hauptbahnhof (A1),,49.01420735167261,12.10058632863394,,,0,HBF,,0
de:09362:11090:50:2,,Hauptbahnhof (A2),,49.01408626,12.10087922,,,0,HBF,,0
de:09362:11090:50:3,,Hauptbahnhof (A3),,49.0140196643178,12.10059767,,,0,HBF,,0
de:09362:11090:50:4,,Hauptbahnhof (A4),,49.01391656,12.10089842,,,0,HBF,,0
de:09362:11090:50:5,,Hauptbahnhof (A5),,49.01383453759038,12.10062074955305,,,0,HBF,,0
de:09362:11090:50:6,,Hauptbahnhof (A6),,49.01372256447238,12.10091774073274,,,0,HBF,,0
de:09362:11121:2:1,,Hauptbahnhof (B1),,49.0134933073039,12.10019474947393,,,0,HBF,,0
de:09362:11121:1:6,,Hauptbahnhof (B2),,49.0133987374136,12.10020561671762,,,0,HBF,,0
de:09362:11121:1:5,,Hauptbahnhof (B4),,49.01342420409512,12.10072756763339,,,0,HBF,,0
de:09362:11121:2:3,,Hauptbahnhof (B5),,49.01345946317274,12.10112626491288,,,0,HBF,,0
de:09362:11121:1:4,,Hauptbahnhof (B6),,49.01342245,12.10116734619422,,,0,HBF,,0
de:09362:11121:3:7,,Hauptbahnhof (B8),,49.01316539991113,12.10164712772505,,,0,HBF,,0
de:09362:11090:30:3,,Hauptbahnhof (C3),,49.01391296927108,12.0998266027346,,,0,HBF,,0
de:09362:11090:40:6,,Hauptbahnhof (C6),,49.0139976427669,12.1000182899611,,,0,HBF,,0
de:09362:11090:5:15,,Hauptbahnhof West,,49.01256973715758,12.09806209720866,,,0,HBF,,0
de:09362:14031:0:1,,HBF Süd/Arcaden,,49.0098736,12.1027105,,,0,,,0
de:09362:14031:0:2,,HBF Süd/Arcaden,,49.01094018133781,12.10192034773853,,,0,,,0
de:09362:14031:0:3,,HBF Süd/Arcaden,,49.01029525789891,12.1011298580869,,,0,,,0
de:09362:14031:0:4,,HBF Süd/Arcaden,,49.0105847,12.1019875,,,0,,,0
de:09362:15019:0:1,,Heinkelstraße,,49.0179711,12.0574888,,,0,,,0
de:09362:15019:0:2,,Heinkelstraße,,49.01886705888069,12.05778004556586,,,0,,,0
de:09362:13032:0:1,,Werner-Heisenberg-Straße,,49.00429347,12.15215279,,,0,,,0
de:09362:13032:0:2,,Werner-Heisenberg-Straße,,49.00430033,12.15221826,,,0,,,0
de:09362:13024:0:1,,Peter-Henlein-Str.,,49.0091891,12.1453836,,,0,,,0
de:09362:13024:0:2,,Peter-Henlein-Str.,,49.0091894,12.1451922,,,0,,,0
de:09362:14055:0:1,,Theodor-Heuss-Platz,,48.9973816,12.0696,,,0,,,0
de:09362:14055:0:2,,Theodor-Heuss-Platz,,48.9972377,12.069545,,,0,,,0
de:09362:14042:0:1,,Hermann-Geib-Straße,,49.0101891,12.1116236,,,0,,,0
de:09362:14042:0:2,,Hermann-Geib-Straße,,49.0102247,12.1119244,,,0,,,0
